Name,Location,Distance,Rate,Grade,Price,Review,TypeRoom,TypeBed,CancellationPolicy,DateOfVacation,SnapShotDate,numOfNights,TimeToTravel
The Cloud One New York-Downtown,"Wall Street - Financial District, New York",7 km from center,8.2,Very Good,"₪ 1,459",617 reviews,Standard King Room,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Ramada by Wyndham New York Times Square West,"Hell's Kitchen, New York",1.2 km from center,6.9,Review score,"₪ 1,361","2,611 reviews",Deluxe King Room - Non-Smoking,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
"Holiday Inn Express Manhattan Midtown West, an IHG Hotel","Hell's Kitchen, New York",1.1 km from center,6.6,Review score,"₪ 1,535",741 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Radio City Apartments,"Manhattan, New York",0.9 km from center,8.5,Very Good,"₪ 1,569","3,811 reviews",Queen Studio,1 queen bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
"Holiday Inn Express - Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,6.4,Review score,"₪ 1,716","2,558 reviews",Room Selected at Check In,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
The FIDI Hotel,"Wall Street - Financial District, New York",7.6 km from center,8.9,Excellent,"₪ 1,203",13 reviews,Superior Corner Queen,1 queen bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
TownePlace Suites by Marriott New York Manhattan/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Very Good,"₪ 1,863","2,440 reviews",King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Comfort Inn Manhattan - Midtown West,"Hell's Kitchen, New York",1.1 km from center,6.9,Review score,"₪ 1,566",882 reviews,Queen Room - Non-Smoking,1 queen bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Hilton Garden Inn Times Square,"Manhattan, New York",0.9 km from center,7.5,Good,"₪ 1,679","2,185 reviews",King Room - Disability Access,1 king bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Sheraton Brooklyn New York,"Downtown Brooklyn, Brooklyn",8.5 km from center,7.1,Good,"₪ 1,760","1,810 reviews","Guest room, 2 Double",2 full beds,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Radio Hotel,"Washington Heights, New York",9.8 km from center,8.3,Very Good,"₪ 1,153",389 reviews,Standard Studio,"Entire studio • 1 bathroom • 17m²
1 queen bed",Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
LPWELLNESS,"Manhattan, New York",1.9 km from center,1.0,Review score,"₪ 1,485",2 reviews,Apartment,"Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 23m²
2 beds (1 twin, 1 full)",FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Canal Loft Hotel,"Chinatown, New York",5.9 km from center,7.0,Good,"₪ 1,115",878 reviews,Deluxe Queen Room,1 full bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Da Vinci Hotel,"Manhattan, New York",250 m from center,7.3,Good,"₪ 1,368",657 reviews,Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Courtyard by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.2,Very Good,"₪ 2,009","3,338 reviews",King or Queen Room with City View,1 queen bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
"The Standard, High Line New York","Greenwich Village, New York",3.7 km from center,8.1,Very Good,"₪ 2,300","1,745 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
La Quinta by Wyndham New York City Central Park,"Upper West Side, New York",1 km from center,6.6,Review score,"₪ 1,607","2,752 reviews",1 Double Bed - Non Smoking,1 full bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
The Gallivant Times Square,"Manhattan, New York",0.9 km from center,6.5,Review score,"₪ 1,349","4,080 reviews",Standard Accessible Room,1 full bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Hyatt Regency Jersey City,Jersey City,7.1 km from center,8.0,Very Good,"₪ 2,523",886 reviews,Double Room with Two Double Beds,2 full beds,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
LIC Hotel,"Long Island City, Queens",3.6 km from center,8.4,Very Good,"₪ 1,393","1,993 reviews",Superior Twin Room,2 twin beds,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
CIVILIAN Hotel,"Hell's Kitchen, New York",0.9 km from center,8.5,Very Good,"₪ 1,804","1,250 reviews",Double Room,1 queen bed,Free cancellation,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
U.S. Pacific Hotel,"Chinatown, New York",5.7 km from center,5.6,Review score,₪ 645,"1,139 reviews",Standard Double (No Window),1 full bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
M Social Hotel Times Square New York,"Manhattan, New York",0.6 km from center,8.4,Very Good,"₪ 1,937","5,657 reviews",Social City View King,1 king bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
The Benjamin Royal Sonesta New York,"Midtown East, New York",1.5 km from center,7.6,Good,"₪ 1,871",594 reviews,Queen Room,1 queen bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Hampton Inn Manhattan Times Square North,"Hell's Kitchen, New York",0.6 km from center,7.8,Good,"₪ 1,936","2,676 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Moderne Hotel,"Manhattan, New York",350 m from center,7.8,Good,"₪ 1,716",533 reviews,Queen Room - Disability Access,1 queen bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Riu Plaza Manhattan Times Square,"Manhattan, New York",1 km from center,8.6,Excellent,"₪ 2,104","6,704 reviews",Deluxe King,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Millennium Downtown New York,"Wall Street - Financial District, New York",6.8 km from center,7.3,Good,"₪ 1,280","3,645 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
MOXY NYC Times Square,"Manhattan, New York",1.9 km from center,8.0,Very Good,"₪ 1,643","8,722 reviews",Double Room,1 full bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Moxy Brooklyn Williamsburg,"Williamsburg, Brooklyn",6.5 km from center,7.0,Good,"₪ 1,808",2 reviews,King Room,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Hotel Mulberry,"Chinatown, New York",6.1 km from center,8.4,Very Good,"₪ 2,413",366 reviews,Deluxe Queen Room with Two Queen Beds and Balcony,2 queen beds,Free cancellation,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
SpringHill Suites by Marriott New York Manhattan Chelsea,"Chelsea, New York",2.5 km from center,8.2,Very Good,"₪ 1,899","3,960 reviews",King Room,"Private suite
1 king bed",FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Sonder The William,"Murray Hill, New York",2 km from center,8.0,Very Good,"₪ 1,590",400 reviews,Deluxe Queen Room,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 31m²
1 queen bed",Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
The Manhattan at Times Square,"Manhattan, New York",0.7 km from center,5.6,Review score,"₪ 1,079","4,113 reviews",Run of House,1 full bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
U Hotel Fifth Avenue I Empire State Building,"Manhattan, New York",2.1 km from center,7.9,Good,"₪ 1,356","1,719 reviews",Double Room,1 full bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Hilton Garden Inn New York Central Park South-Midtown West,"Manhattan, New York",450 m from center,7.1,Good,"₪ 1,907","5,556 reviews",King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Best Western Plus Soho Hotel,"Chinatown, New York",5.8 km from center,8.9,Excellent,"₪ 1,716",115 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Hampton Inn Brooklyn Downtown,"Downtown Brooklyn, Brooklyn",8.1 km from center,8.4,Very Good,"₪ 1,749","1,803 reviews",1 King with Fridge - Non-Smoking,1 king bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Fairfield Inn by Marriott New York Manhattan/Financial District,"Wall Street - Financial District, New York",7.2 km from center,7.5,Good,"₪ 1,386","2,282 reviews",King Room,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Hyatt Place Long Island City,"Long Island City, Queens",4.1 km from center,8.5,Very Good,"₪ 1,980",893 reviews,King Suite - Disability Access,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 37m²
2 beds (1 sofa bed, 1 queen)",Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
The Belvedere Hotel,"Hell's Kitchen, New York",0.9 km from center,8.0,Very Good,"₪ 1,459","3,701 reviews",Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Henn na Hotel New York,"Manhattan, New York",1.9 km from center,8.5,Very Good,"₪ 1,841","1,635 reviews",Deluxe Double Room,2 full beds,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
NU Hotel,"Boerum Hill, Brooklyn",8.8 km from center,7.9,Good,"₪ 1,416",738 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Night Hotel Broadway,"Upper West Side, New York",2.9 km from center,6.0,Review score,"₪ 1,150","2,899 reviews",King Room - Non-Smoking,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
The Herald 8 by LuxUrban,"Manhattan, New York",2 km from center,7.7,Good,"₪ 2,344","2,349 reviews",Deluxe Double Room with Balcony,2 full beds,Free cancellation,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
DoubleTree by Hilton Hotel & Suites Jersey City,Jersey City,6.8 km from center,8.5,Very Good,"₪ 1,789",380 reviews,Junior Queen Suite,"Private suite
1 queen bed",FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Hotel Edison Times Square,"Manhattan, New York",1 km from center,7.3,Good,"₪ 1,679","11,109 reviews",Classic 1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Royalton Park Avenue,"NoMad, New York",2.7 km from center,8.2,Very Good,"₪ 1,676",975 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
HI NYC Hostel,"Upper West Side, New York",3.7 km from center,8.2,Very Good,"₪ 2,130","8,683 reviews",Private 4-Bed Dormitory,4 twin beds,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Wythe Hotel,"Williamsburg, Brooklyn",5.5 km from center,8.6,Excellent,"₪ 2,372",194 reviews,Bunk Bed Room,1 bunk bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Hyatt Place New York City/Times Square,"Hell's Kitchen, New York",1.7 km from center,7.6,Good,"₪ 1,826","15,172 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
The Westin Jersey City Newport,"Newport, Jersey City",6.6 km from center,8.3,Very Good,"₪ 2,413",217 reviews,King Room,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Grayson Hotel,"Manhattan, New York",1.8 km from center,8.3,Very Good,"₪ 1,614",59 reviews,King Room,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Mondrian Park Avenue,"NoMad, New York",2.6 km from center,6.4,Review score,"₪ 1,459","1,061 reviews",King Room,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
The Wallace Hotel,"Upper West Side, New York",1.5 km from center,9.3,Wonderful,"₪ 2,779",879 reviews,Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Penny Williamsburg,"Williamsburg, Brooklyn",6.3 km from center,8.8,Excellent,"₪ 1,564",468 reviews,Queen,1 queen bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Sofitel New York,"Manhattan, New York",1.4 km from center,7.5,Good,"₪ 2,034",524 reviews,Superior Queen Room,1 queen bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
TBA Times Square,"Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 1,511","8,478 reviews",Deluxe King Studio,"Entire studio • 1 bathroom • 325m²
1 king bed",Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
The Marlton Hotel,"Greenwich Village, New York",4.1 km from center,8.2,Very Good,"₪ 3,257",650 reviews,Twin Room with Two Twin Beds,2 twin beds,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
citizenM New York Times Square,"Manhattan, New York",0.8 km from center,8.7,Excellent,"₪ 1,789","2,757 reviews",King Room,1 king bed,Free cancellation,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Hyatt Place New York/Midtown-South,"Manhattan, New York",2 km from center,8.1,Very Good,"₪ 1,643","2,170 reviews",King Room,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Bryant Park Hotel,"Manhattan, New York",1.7 km from center,8.7,Excellent,"₪ 2,273",810 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Millennium Hotel Broadway Times Square,"Manhattan, New York",1.3 km from center,7.0,Good,"₪ 1,881","5,928 reviews",Queen Room with Bath Tub - Hearing/Mobility Accessible,1 queen bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
"The Draper New York, Tapestry Collection by Hilton","Manhattan, New York",1.9 km from center,8.4,Very Good,"₪ 2,119","1,035 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Hilton New York Times Square,"Manhattan, New York",1.4 km from center,7.9,Good,"₪ 1,677",91 reviews,King Room,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Doxie Hotel,"Manhattan, New York",1.7 km from center,6.3,Review score,"₪ 1,180",368 reviews,Twin Room,2 twin beds,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
JG Sohotel,"SoHo, New York",5.7 km from center,7.2,Good,"₪ 1,448",34 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Hotel 32 32,"Manhattan, New York",2.4 km from center,6.9,Review score,"₪ 1,691",745 reviews,Double Studio with balcony,"Entire studio • 1 bathroom • 35m²
1 full bed",Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Dream Downtown,"Chelsea, New York",3.4 km from center,7.2,Good,"₪ 1,291",675 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Moxy NYC Chelsea,"Chelsea, New York",2.5 km from center,8.3,Very Good,"₪ 1,709","3,730 reviews",King Room,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Residence Inn by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.4,Very Good,"₪ 2,449","1,280 reviews",King Studio,"Entire studio • 1 bathroom • 1 kitchen • 20m²
1 king bed",Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Artezen Hotel,"Wall Street - Financial District, New York",6.9 km from center,9.0,Wonderful,"₪ 1,643",904 reviews,Deluxe King Room,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Best Western Premier Empire State Hotel,"NoMad, New York",2.5 km from center,8.2,Very Good,"₪ 1,980",904 reviews,King Room,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Wyndham Garden Long Island City,"Long Island City, Queens",3.2 km from center,7.5,Good,"₪ 1,973",690 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Hampton Inn Times Square Central,"Manhattan, New York",1.5 km from center,8.2,Very Good,"₪ 1,665","2,264 reviews",King Room,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Hilton Garden Inn New York - Times Square Central,"Manhattan, New York",1.5 km from center,7.6,Good,"₪ 1,643","1,562 reviews",Queen Room with City View,1 queen bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
YOTEL New York Times Square,"Hell's Kitchen, New York",1.5 km from center,7.1,Good,"₪ 1,555","3,820 reviews",Empire State Building View,1 full bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Warwick New York,"Manhattan, New York",0.7 km from center,7.8,Good,"₪ 1,980","4,434 reviews",Premier City View King Bed,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Hyatt House New York/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Very Good,"₪ 1,835",547 reviews,Den Guestroom with King Bed,1 king bed,Prepayment,2023-03-23-2023-03-25,2023-03-22,2 nights,1.0
Walker Hotel Tribeca,"Chinatown, New York",5.8 km from center,8.1,Very Good,"₪ 2,668","1,277 reviews",Walker King Room,1 king bed,Free cancellation,2023-03-23-2023-03-26,2023-03-22,3 nights,1.0
Margaritaville Resort Times Square,"Manhattan, New York",1.5 km from center,8.8,Excellent,"₪ 4,027","1,459 reviews",Deluxe Double Room,2 full beds,Prepayment,2023-03-23-2023-03-26,2023-03-22,3 nights,1.0
33 Seaport Hotel New York,"Wall Street - Financial District, New York",6.9 km from center,8.7,Excellent,"₪ 2,495",284 reviews,Superior Courtyard King,1 king bed,Prepayment,2023-03-23-2023-03-26,2023-03-22,3 nights,1.0
Hyatt House Jersey City,Jersey City,7.3 km from center,8.2,Very Good,"₪ 2,020","1,531 reviews",King Room,1 king bed,Prepayment,2023-03-23-2023-03-26,2023-03-22,3 nights,1.0
The Tillary Hotel Brooklyn,"Downtown Brooklyn, Brooklyn",8 km from center,7.6,Good,"₪ 2,048",211 reviews,Classic King,Multiple bed types,FREE cancellation • No prepayment needed,2023-03-23-2023-03-26,2023-03-22,3 nights,1.0
